date,medium,path,identifier,category,name,artist,description,accession_number,source,license,depicted_place
1974-00-00,Dia,https://webservices.picturae.com/mediabank/media/48f24085-8edc-d3e7-e43f-02416dacd867/downloadoriginal/6692d6d1-3cdb-76e1-9224-5e8e12d5fa17?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:48f24085-8edc-d3e7-e43f-02416dacd867:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Wegenbouw,_mogelijk_nabij_nieuwe_Huiswaarderbrug_of_Regulierstunnel_Tussen_ongeveer_de_jaren_1960_en_-_RAA-DMGA-00362_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Wegenbouw, mogelijk nabij nieuwe Huiswaarderbrug of Regulierstunnel Tussen ongeveer de jaren 1960 en 1990 heeft de Afdeling Monumentenzorg van de Gemeente Alkmaar een uitvoerige dia-collectie aangelegd. Geregeld werden de dia's destijds gebruikt bij presentaties voor publiek. Om deze presentaties samen te stellen werden de dia's vaak uit hun serieverband gehaald waardoor chronologie etc. uiteindelijk verloren is gegaan. Door de dia's te digitaliseren en beschrijven wordt uiteindelijk een reconstructie mogelijk.}}",RAA-DMGA-00362,View this picture on the website of the [https://hdl.handle.net/21.12106/48f24085-8edc-d3e7-e43f-02416dacd867 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1986-08-00,Foto,https://webservices.picturae.com/mediabank/media/48fd28e0-be93-49ce-86f6-0bb02482b7d6/downloadoriginal/46cc68ed-d606-45a0-bbf8-985a146b34ee?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:48fd28e0-be93-49ce-86f6-0bb02482b7d6:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Kerkplein_6-8,_Grafisch_Centrum_Hofman_b.v._Trapgevel,_kroonlijst,_segmentbogen._-_RAA011002674_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Kerkplein 6-8, Grafisch Centrum Hofman b.v. Trapgevel, kroonlijst, segmentbogen.}}",RAA011002674,View this picture on the website of the [https://hdl.handle.net/21.12106/48fd28e0-be93-49ce-86f6-0bb02482b7d6 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1986-00-00,Dia,https://webservices.picturae.com/mediabank/media/4902b4f1-a0c2-1a3a-491b-0af5a1fb8087/downloadoriginal/483d9a97-05e1-0a5b-9d4c-82e0a6e38b1c?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:4902b4f1-a0c2-1a3a-491b-0af5a1fb8087:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,Huis_van_Achten_interieur_zolder_met_schoorsteen_Tussen_ongeveer_de_jaren_1960_en_1990_heeft_de_Afde_-_RAA-DMGA-01471_-_RAA_Elsinga.jpg,{{Creator:J. Elsinga}},{{nl|1=Huis van Achten interieur zolder met schoorsteen Tussen ongeveer de jaren 1960 en 1990 heeft de Afdeling Monumentenzorg van de Gemeente Alkmaar een uitvoerige dia-collectie aangelegd. Geregeld werden de dia's destijds gebruikt bij presentaties voor publiek. Om deze presentaties samen te stellen werden de dia's vaak uit hun serieverband gehaald waardoor chronologie etc. uiteindelijk verloren is gegaan. Door de dia's te digitaliseren en beschrijven wordt uiteindelijk een reconstructie mogelijk.}},RAA-DMGA-01471,View this picture on the website of the [https://hdl.handle.net/21.12106/4902b4f1-a0c2-1a3a-491b-0af5a1fb8087 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
2003-04-11,Dia,https://webservices.picturae.com/mediabank/media/4903ee4c-070d-f9ba-c18f-ca61f608d632/downloadoriginal/646235b4-1b74-1646-995f-69fe113dd3d3?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:4903ee4c-070d-f9ba-c18f-ca61f608d632:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,Stolpboerderij_Tussen_ongeveer_de_jaren_1960_en_1990_heeft_de_Afdeling_Monumentenzorg_van_de_Gemeent_-_RAA-DMGA-00200_-_RAA_Elsinga.jpg,{{Creator:J. Elsinga}},{{nl|1=Stolpboerderij Tussen ongeveer de jaren 1960 en 1990 heeft de Afdeling Monumentenzorg van de Gemeente Alkmaar een uitvoerige dia-collectie aangelegd. Geregeld werden de dia's destijds gebruikt bij presentaties voor publiek. Om deze presentaties samen te stellen werden de dia's vaak uit hun serieverband gehaald waardoor chronologie etc. uiteindelijk verloren is gegaan. Door de dia's te digitaliseren en beschrijven wordt uiteindelijk een reconstructie mogelijk.}},RAA-DMGA-00200,View this picture on the website of the [https://hdl.handle.net/21.12106/4903ee4c-070d-f9ba-c18f-ca61f608d632 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1986-08-00,Foto,https://webservices.picturae.com/mediabank/media/4906a7b1-bcc8-4d33-b86d-dbadc384ce17/downloadoriginal/0c6e6bbc-b8f3-46d0-8a5d-badf017218bb?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:4906a7b1-bcc8-4d33-b86d-dbadc384ce17:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Langestraat_100,_hoek_Hoogstraat,_Hotel_de_Nachtegaal._Voorgevel_en_zijgevel._-_RAA011004326_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Langestraat 100, hoek Hoogstraat, Hotel de Nachtegaal. Voorgevel en zijgevel.}}",RAA011004326,View this picture on the website of the [https://hdl.handle.net/21.12106/4906a7b1-bcc8-4d33-b86d-dbadc384ce17 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1984-00-00,Dia,https://webservices.picturae.com/mediabank/media/490b2643-bc4b-1024-2679-9b20ed36df52/downloadoriginal/e51f8dd5-2389-cd8a-3219-d6886e6efea5?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:490b2643-bc4b-1024-2679-9b20ed36df52:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,Gespiegelde_scan_Tussen_ongeveer_de_jaren_1960_en_1990_heeft_de_Afdeling_Monumentenzorg_van_de_Gemee_-_RAA-DMGA-01233_-_RAA_Elsinga.jpg,{{Creator:J. Elsinga}},{{nl|1=Gespiegelde scan Tussen ongeveer de jaren 1960 en 1990 heeft de Afdeling Monumentenzorg van de Gemeente Alkmaar een uitvoerige dia-collectie aangelegd. Geregeld werden de dia's destijds gebruikt bij presentaties voor publiek. Om deze presentaties samen te stellen werden de dia's vaak uit hun serieverband gehaald waardoor chronologie etc. uiteindelijk verloren is gegaan. Door de dia's te digitaliseren en beschrijven wordt uiteindelijk een reconstructie mogelijk.}},RAA-DMGA-01233,View this picture on the website of the [https://hdl.handle.net/21.12106/490b2643-bc4b-1024-2679-9b20ed36df52 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},
1981-00-00,Dia,https://webservices.picturae.com/mediabank/media/49114487-d6f7-dd25-f54c-c27e204b057f/downloadoriginal/f886a488-960d-475b-b5ed-55c9c32880c5?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:49114487-d6f7-dd25-f54c-c27e204b057f:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,Concertgebouw_Tussen_ongeveer_de_jaren_1960_en_1990_heeft_de_Afdeling_Monumentenzorg_van_de_Gemeente_-_RAA-DMGA-01533_-_RAA_Elsinga.jpg,{{Creator:J. Elsinga}},{{nl|1=Concertgebouw Tussen ongeveer de jaren 1960 en 1990 heeft de Afdeling Monumentenzorg van de Gemeente Alkmaar een uitvoerige dia-collectie aangelegd. Geregeld werden de dia's destijds gebruikt bij presentaties voor publiek. Om deze presentaties samen te stellen werden de dia's vaak uit hun serieverband gehaald waardoor chronologie etc. uiteindelijk verloren is gegaan. Door de dia's te digitaliseren en beschrijven wordt uiteindelijk een reconstructie mogelijk.}},RAA-DMGA-01533,View this picture on the website of the [https://hdl.handle.net/21.12106/49114487-d6f7-dd25-f54c-c27e204b057f Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Amsterdam
1992-04-09,Foto,https://webservices.picturae.com/mediabank/media/491a961d-2ba5-4dc9-bf54-0d2420d68120/downloadoriginal/a469da07-6636-44c6-8d19-b1e30ba96f64?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:491a961d-2ba5-4dc9-bf54-0d2420d68120:963f7248-a263-11e0-bf4a-bde4fca6c222,Rijksmonumenten in Alkmaar,"Koorstraat_2,_hoek_Kerkplein,_Bagijnenstraat_en_Kerkstraat,_de_Grote-_of_Sint_Laurenskerk,_tijdens_d_-_RAA011003043_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Koorstraat 2, hoek Kerkplein, Bagijnenstraat en Kerkstraat, de Grote- of Sint Laurenskerk, tijdens de restauratie van de kerkramen in 1991-1996. Een restaurateur is in het atelier van Fa. Bloem Glazeniers, bezig met het solderen van een glas-in-lood kerkraam. Rijksmonument. De kerk is gebouwd tussen 1470 en 1518. Het adres van het atelier van Fa. Bloem Glazeniers is Foxham 45-47 te Hoogezand.}} {{Possible Rijksmonument | plaats = Alkmaar | provincie = NH }}",RAA011003043,View this picture on the website of the [https://hdl.handle.net/21.12106/491a961d-2ba5-4dc9-bf54-0d2420d68120 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1993-03-12,Negatief,https://webservices.picturae.com/mediabank/media/49251017-021e-4f80-87e1-d72a54e1f203/downloadoriginal/5e2e9358-bc48-41d5-9a8b-195f251561bd?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:49251017-021e-4f80-87e1-d72a54e1f203:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Van_Houtenkade_31,_voorgevel_met_erker,_dakkapel_en_glas_in_lood._-_FO1015286_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Van Houtenkade 31, voorgevel met erker, dakkapel en glas in lood.}}",FO1015286,View this picture on the website of the [https://hdl.handle.net/21.12106/49251017-021e-4f80-87e1-d72a54e1f203 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1986-06-00,Foto,https://webservices.picturae.com/mediabank/media/49267df0-f721-4bfa-b7ec-09ca4010e7cf/downloadoriginal/083663f3-0da3-40ad-a2d8-8e7d146a80be?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:49267df0-f721-4bfa-b7ec-09ca4010e7cf:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,Gevelwand._Vooraan_Stationstraat_33._-_RAA011007043_-_RAA_Elsinga.jpg,{{Creator:J. Elsinga}},{{nl|1=Gevelwand. Vooraan Stationstraat 33.}},RAA011007043,View this picture on the website of the [https://hdl.handle.net/21.12106/49267df0-f721-4bfa-b7ec-09ca4010e7cf Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1974-11-10,Foto,https://webservices.picturae.com/mediabank/media/492e2010-7872-4e9f-aecb-183a1ea39d54/downloadoriginal/5bd8a934-021a-446b-97e5-d1691ce390e6?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:492e2010-7872-4e9f-aecb-183a1ea39d54:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,Links_Breedstraat_37._Rechts_Breedstraat_39._-_RAA011000419_-_RAA_Elsinga.jpg,{{Creator:J. Elsinga}},{{nl|1=Links Breedstraat 37. Rechts Breedstraat 39.}},RAA011000419,View this picture on the website of the [https://hdl.handle.net/21.12106/492e2010-7872-4e9f-aecb-183a1ea39d54 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1993-07-07,Negatief,https://webservices.picturae.com/mediabank/media/49353817-2eef-4bd7-8565-8a7cdcee15ae/downloadoriginal/b263c87c-43ac-4055-9f60-18ff523494bf?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:49353817-2eef-4bd7-8565-8a7cdcee15ae:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Popelmanslaan_31,_voorgevel._-_FO1015878_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Popelmanslaan 31, voorgevel.}}",FO1015878,View this picture on the website of the [https://hdl.handle.net/21.12106/49353817-2eef-4bd7-8565-8a7cdcee15ae Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1972-11-05,Foto,https://webservices.picturae.com/mediabank/media/4935a9aa-d49d-40d4-a6e5-962f2930a842/downloadoriginal/462ec97c-25d1-4c25-b7cb-ce2f5a6e2350?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:4935a9aa-d49d-40d4-a6e5-962f2930a842:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Gevelwand._Rechts_vooraan_Verdronkenoord_57,_hoek_Kitsteeg._-_RAA011007393_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Gevelwand. Rechts vooraan Verdronkenoord 57, hoek Kitsteeg.}}",RAA011007393,View this picture on the website of the [https://hdl.handle.net/21.12106/4935a9aa-d49d-40d4-a6e5-962f2930a842 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1985-00-00,Dia,https://webservices.picturae.com/mediabank/media/4944b0ad-4868-9471-7662-da262df453b6/downloadoriginal/277e8617-5147-92b5-5b54-6ce96353991b?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:4944b0ad-4868-9471-7662-da262df453b6:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,Hofje_van_Paling_en_van_Foreest_tijdens_verbouwing_Tussen_ongeveer_de_jaren_1960_en_1990_heeft_de_Af_-_RAA-DMGA-00880_-_RAA_Elsinga.jpg,{{Creator:J. Elsinga}},{{nl|1=Hofje van Paling en van Foreest tijdens verbouwing Tussen ongeveer de jaren 1960 en 1990 heeft de Afdeling Monumentenzorg van de Gemeente Alkmaar een uitvoerige dia-collectie aangelegd. Geregeld werden de dia's destijds gebruikt bij presentaties voor publiek. Om deze presentaties samen te stellen werden de dia's vaak uit hun serieverband gehaald waardoor chronologie etc. uiteindelijk verloren is gegaan. Door de dia's te digitaliseren en beschrijven wordt uiteindelijk een reconstructie mogelijk.}},RAA-DMGA-00880,View this picture on the website of the [https://hdl.handle.net/21.12106/4944b0ad-4868-9471-7662-da262df453b6 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1988-04-08,Negatief,https://webservices.picturae.com/mediabank/media/4947b2d7-d424-4bed-95d6-3bf3eabc904a/downloadoriginal/3204d9e9-8a04-49c3-9650-49c10f091f28?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:4947b2d7-d424-4bed-95d6-3bf3eabc904a:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Karel_Doormankade_13,_voorgevel_en_bestrate_voortuin._-_FO1014822_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Karel Doormankade 13, voorgevel en bestrate voortuin.}}",FO1014822,View this picture on the website of the [https://hdl.handle.net/21.12106/4947b2d7-d424-4bed-95d6-3bf3eabc904a Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1970-01-01,Foto,https://webservices.picturae.com/mediabank/media/4952dffb-9f38-4f04-826a-d6d9a43cdb73/downloadoriginal/fa195137-73f4-467e-81f0-6d3ada8d1d58?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:4952dffb-9f38-4f04-826a-d6d9a43cdb73:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,Achtergevel_van_flats_aan_de_Grote_Beerstraat._-_FO_1008233_-_RAA_Elsinga.jpg,{{Creator:J. Elsinga}},{{nl|1=Achtergevel van flats aan de Grote Beerstraat.}},FO 1008233,View this picture on the website of the [https://hdl.handle.net/21.12106/4952dffb-9f38-4f04-826a-d6d9a43cdb73 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1981-12-02,Foto,https://webservices.picturae.com/mediabank/media/4961e984-a300-4300-8bf6-41f88ccb8639/downloadoriginal/77976778-7841-4591-97d3-6e6dd5b231f8?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:4961e984-a300-4300-8bf6-41f88ccb8639:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Snaarmanslaan_19,_de_openbare_lagere_school_Bello._Deel_van_de_zijgevel_aan_de_oostkant._-_RAA011006860_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Snaarmanslaan 19, de openbare lagere school Bello. Deel van de zijgevel aan de oostkant.}}",RAA011006860,View this picture on the website of the [https://hdl.handle.net/21.12106/4961e984-a300-4300-8bf6-41f88ccb8639 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1989-09-16,Negatief,https://webservices.picturae.com/mediabank/media/496257a3-8e70-4cbc-9cd7-85c784bd14cf/downloadoriginal/745119b9-eda8-4146-b607-a6a51424b29c?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:496257a3-8e70-4cbc-9cd7-85c784bd14cf:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Egmonderstraat_7,_voorgevel_met_dakkapel._-_FO1014847_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Egmonderstraat 7, voorgevel met dakkapel.}}",FO1014847,View this picture on the website of the [https://hdl.handle.net/21.12106/496257a3-8e70-4cbc-9cd7-85c784bd14cf Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1994-09-30,Foto,https://webservices.picturae.com/mediabank/media/4963d336-281d-40a2-a2c0-db90586978f1/downloadoriginal/d23f5f00-bb1b-4281-b326-0724924b657d?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:4963d336-281d-40a2-a2c0-db90586978f1:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Cort_van_der_Lindenkade_33,_dieselgemaal_J._Leegwater._Jaartalsteen_met_Anno_1913._Provinciaal_monum_-_RAA011004423_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Cort van der Lindenkade 33, dieselgemaal J. Leegwater. Jaartalsteen met Anno 1913. Provinciaal monument. Gebouwd in 1913. Architect Laurens Groen. Van 1913 tot 1988 dieselgemaal op de polders Het Overdie en De Achtermeer. Daarna kwam er een elektrisch gemaal. Voorheen stond hier een watermolen, verbrand in 1912. De molenaar werd machinist van het gemaal. Dit bleef drie generaties lang in de familie. Het gemaal werd vernoemd naar J. Leegwater, die in 1992 was verongelukt.}}",RAA011004423,View this picture on the website of the [https://hdl.handle.net/21.12106/4963d336-281d-40a2-a2c0-db90586978f1 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1980-00-00,Foto,https://webservices.picturae.com/mediabank/media/49698e2e-0c73-4946-88ca-7ed246d6d970/downloadoriginal/7cb0c3a5-7940-4db1-84cd-aa30a5d92499?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:49698e2e-0c73-4946-88ca-7ed246d6d970:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,Gezicht_op_de_Oostzijde_van_de_Kerk_over_de_daken_van_de_Langestraat._Het_dak_meest_op_de_voorgrond_-_FO_1002113_-_RAA_Elsinga.jpg,{{Creator:J. Elsinga}},{{nl|1=Gezicht op de Oostzijde van de Kerk over de daken van de Langestraat. Het dak meest op de voorgrond is dat van de Hema gezien aan de v.d. Boschstraat-zijde .}},FO 1002113,View this picture on the website of the [https://hdl.handle.net/21.12106/49698e2e-0c73-4946-88ca-7ed246d6d970 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1978-05-23,Foto,https://webservices.picturae.com/mediabank/media/496b1b6c-ac3e-4f7d-9d8b-ba3d5c540d1b/downloadoriginal/bd13a9fa-4a6d-4df3-a744-3bbf8bf8caf6?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:496b1b6c-ac3e-4f7d-9d8b-ba3d5c540d1b:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Rekerdijk_14-15,_stolpboerderij._Interieur._De_constructie_van_het_vierkant._-_RAA011006617_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Rekerdijk 14-15, stolpboerderij. Interieur. De constructie van het vierkant.}}",RAA011006617,View this picture on the website of the [https://hdl.handle.net/21.12106/496b1b6c-ac3e-4f7d-9d8b-ba3d5c540d1b Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1980-00-00,Dia,https://webservices.picturae.com/mediabank/media/4971bac7-262e-dec1-6857-42a5bfa54cb8/downloadoriginal/3c7e82e1-5132-bd59-1955-ed91a3415d07?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:4971bac7-262e-dec1-6857-42a5bfa54cb8:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Rentenierswoning_detail_tegeltableau,_hoek_Slagterslaan_Tussen_ongeveer_de_jaren_1960_en_1990_heeft_-_RAA-DMGA-01836_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Rentenierswoning detail tegeltableau, hoek Slagterslaan Tussen ongeveer de jaren 1960 en 1990 heeft de Afdeling Monumentenzorg van de Gemeente Alkmaar een uitvoerige dia-collectie aangelegd. Geregeld werden de dia's destijds gebruikt bij presentaties voor publiek. Om deze presentaties samen te stellen werden de dia's vaak uit hun serieverband gehaald waardoor chronologie etc. uiteindelijk verloren is gegaan. Door de dia's te digitaliseren en beschrijven wordt uiteindelijk een reconstructie mogelijk.}}",RAA-DMGA-01836,View this picture on the website of the [https://hdl.handle.net/21.12106/4971bac7-262e-dec1-6857-42a5bfa54cb8 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},
